player,AD,VI,Ø,club,home,away,time,date,hashtag
Ogechika Heil,---,---,---,Go Ahead Eagles,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Bas Kuipers,6.0,6.5,6.25,Go Ahead Eagles,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Isac Lidberg,4.0,5.0,4.5,Go Ahead Eagles,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Boyd Lucassen,5.0,5.5,5.25,Go Ahead Eagles,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Marc Cardona,---,---,---,Go Ahead Eagles,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Jacob Mulenga,---,---,---,Go Ahead Eagles,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Gerrit Nauber,7.0,6.5,6.75,Go Ahead Eagles,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Ragnar Oratmangoen,5.5,5.0,5.25,Go Ahead Eagles,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Philippe Rommens,5.0,6.0,5.5,Go Ahead Eagles,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Rami Al Hajj,---,---,---,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Siem de Jong,---,---,---,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Ibrahim Drešević,6.5,7.0,6.75,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Tibor Halilović,7.0,7.5,7.25,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Rami Kaib,6.0,6.0,6,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Rodney Kongolo,6.5,6.5,6.5,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Erwin Mulder,7.0,7.0,7,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Filip Stevanović,---,---,---,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Sven van Beek,6.0,6.5,6.25,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Mitchell van Bergen,5.0,6.5,5.75,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Arjen van der Heide,6.0,5.5,5.75,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Milan van Ewijk,6.0,7.0,6.5,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Henk Veerman,5.0,5.5,5.25,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Joey Veerman,7.0,7.5,7.25,sc Heerenveen,Go Ahead Eagles,sc Heerenveen,20:00,2021-08-13,gaehee
Justin Bakker,7.5,6.5,7,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Martijn Berden,6.0,5.5,5.75,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Giannis Botos,7.5,7.0,7.25,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Luuk Brouwers,6.5,6.5,6.5,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Warner Hahn,6.5,6.5,6.5,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Ogechika Heil,---,---,---,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Jay Idzes,---,---,---,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Joris Kramer,---,---,---,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Bas Kuipers,7.0,7.0,7,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Isac Lidberg,6.5,6.0,6.25,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Boyd Lucassen,6.5,7.0,6.75,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Marc Cardona,---,---,---,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Jacob Mulenga,---,---,---,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Gerrit Nauber,7.0,6.5,6.75,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Ragnar Oratmangoen,8.0,7.5,7.75,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Philippe Rommens,6.5,6.5,6.5,Go Ahead Eagles,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Dirk Abels,4.5,5.5,5,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Tom Beugelsdijk,5.5,6.0,5.75,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Laros Duarte,6.0,5.5,5.75,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Emanuel Emegha,6.0,5.5,5.75,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Mario Engels,---,---,---,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Kenzo Goudmijn,---,---,---,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Michaël Heylen,4.0,3.5,3.75,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Laurent Jans,---,---,---,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Mica Pinto,4.0,5.5,4.75,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Sven Mijnans,5.0,5.0,5,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Maduka Okoye,6.0,6.0,6,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Gaultiér Overman,5.5,6.0,5.75,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Bryan Smeets,4.5,6.0,5.25,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Lennart Thy,5.0,4.5,4.75,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Vito van Crooij,4.0,5.0,4.5,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Bart Vriends,6.0,5.5,5.75,Sparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,20:00,2021-08-28,gaespa
Ismail Azzaoui,---,---,---,Heracles Almelo,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Navajo Bakboord,6.5,6.0,6.25,Heracles Almelo,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Janis Blaswich,8.0,7.5,7.75,Heracles Almelo,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Delano Burgzorg,6.0,6.0,6,Heracles Almelo,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Luca de la Torre,7.0,6.5,6.75,Heracles Almelo,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Noah Fadiga,7.5,6.0,6.75,Heracles Almelo,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Orestis Kiomourtzoglou,6.5,6.0,6.25,Heracles Almelo,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Mats Knoester,6.5,6.5,6.5,Heracles Almelo,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Robin Polley,---,---,---,Heracles Almelo,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Giacomo Quagliata,6.5,6.0,6.25,Heracles Almelo,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Marco Rente,6.5,6.5,6.5,Heracles Almelo,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Kaj Sierhuis,6.0,6.0,6,Heracles Almelo,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Rai Vloet,6.5,6.0,6.25,Heracles Almelo,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Edson Álvarez,5.0,6.0,5.5,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Antony,4.5,4.5,4.5,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Steven Berghuis,5.0,5.5,5.25,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Daley Blind,5.5,5.5,5.5,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
David Neres,---,---,---,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Ryan Gravenberch,5.0,6.0,5.5,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Sébastien Haller,5.0,5.5,5.25,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Davy Klaassen,---,---,---,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Lisandro Martínez,6.0,6.5,6.25,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Remko Pasveer,7.0,7.0,7,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Devyne Rensch,5.5,6.0,5.75,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Perr Schuurs,---,---,---,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Dušan Tadić,5.0,6.0,5.5,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Jurriën Timber,6.5,6.5,6.5,AFC Ajax,Heracles Almelo,AFC Ajax,18:45,2021-10-30,heraja
Mohamed Amissi,6.0,5.5,5.75,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Ismail Azzaoui,---,---,---,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Bilal Başaçıkoğlu,6.5,7.0,6.75,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Janis Blaswich,6.5,6.0,6.25,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Delano Burgzorg,6.5,7.0,6.75,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Luca de la Torre,7.0,7.0,7,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Noah Fadiga,6.5,6.5,6.5,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Orestis Kiomourtzoglou,7.0,7.0,7,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Mats Knoester,7.0,7.0,7,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Nikolai Laursen,6.0,5.5,5.75,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Giacomo Quagliata,6.0,6.0,6,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Marco Rente,7.0,6.0,6.5,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Ruben Roosken,6.0,6.0,6,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Lucas Schoofs,6.0,---,6,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Kaj Sierhuis,6.5,8.0,7.25,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Rai Vloet,7.0,7.0,7,Heracles Almelo,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Zakaria Aboukhlal,6.0,5.0,5.5,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Sam Beukema,---,---,---,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Jordy Clasie,6.0,5.0,5.5,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Dani de Wit,6.0,5.5,5.75,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Albert Guðmundsson,6.5,6.0,6.25,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Jesper Karlsson,6.0,6.0,6,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Timo Letschert,5.5,6.0,5.75,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Bruno Martins Indi,5.5,6.0,5.75,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Fredrik Midtsjø,6.0,6.0,6,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Vangelis Pavlidis,6.5,6.0,6.25,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Ernest Poku,---,---,---,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Tijjani Reijnders,---,---,---,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Yukinari Sugawara,---,---,---,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Peter Vindahl Jensen,6.0,5.5,5.75,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Owen Wijndal,5.5,5.5,5.5,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Aslak Witry,6.0,6.0,6,AZ Alkmaar,Heracles Almelo,AZ Alkmaar,16:45,2021-09-19,heraz
Sinan Bakış,---,---,---,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Bilal Başaçıkoğlu,7.0,7.5,7.25,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Janis Blaswich,6.0,5.5,5.75,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Luca de la Torre,6.5,6.0,6.25,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Noah Fadiga,5.0,6.0,5.5,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Orestis Kiomourtzoglou,6.0,6.5,6.25,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Mats Knoester,6.0,6.5,6.25,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Nikolai Laursen,7.0,7.5,7.25,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Giacomo Quagliata,6.0,7.0,6.5,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Marco Rente,6.5,7.0,6.75,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Lucas Schoofs,6.5,6.0,6.25,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Kaj Sierhuis,6.0,6.0,6,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Elias Sierra,---,---,---,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Adrian Szöke,---,---,---,Heracles Almelo,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Paulos Abraham,---,---,---,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Wessel Dammers,5.0,5.5,5.25,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Damil Dankerlui,---,5.5,5.5,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Michael de Leeuw,6.0,5.5,5.75,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Laros Duarte,5.5,6.5,6,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Patrick Joosten,---,---,---,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Neraysho Kasanwirjo,6.0,5.5,5.75,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Peter Leeuwenburgh,6.5,7.0,6.75,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Cyril Ngonge,6.0,5.0,5.5,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Romano Postema,---,5.5,5.5,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Jørgen Strand Larsen,6.0,7.0,6.5,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Tomáš Suslov,6.0,6.0,6,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Marin Šverko,5.0,5.5,5.25,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Mike te Wierik,5.0,5.5,5.25,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Bart van Hintum,6.0,6.0,6,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Daniël van Kaam,---,6.0,6,FC Groningen,Heracles Almelo,FC Groningen,20:00,2021-12-18,hergro
Bilal Başaçıkoğlu,5.5,6.0,5.75,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Janis Blaswich,6.5,7.5,7,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Luca de la Torre,6.5,6.0,6.25,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Noah Fadiga,6.0,6.0,6,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Emil Hansson,---,---,---,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Justin Hoogma,---,---,---,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Orestis Kiomourtzoglou,6.0,6.0,6,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Mats Knoester,6.0,6.0,6,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Nikolai Laursen,5.5,5.0,5.25,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Giacomo Quagliata,6.0,6.0,6,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Marco Rente,6.0,6.0,6,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Lucas Schoofs,5.5,5.5,5.5,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Kaj Sierhuis,6.0,6.5,6.25,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Elias Sierra,5.5,5.5,5.5,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Adrian Szöke,---,---,---,Heracles Almelo,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Remco Balk,---,---,---,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Othmane Boussaid,5.0,5.0,5,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Fabian de Keijzer,6.5,6.5,6.5,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Anastasios Douvikas,5.5,6.0,5.75,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Willem Janssen,6.0,6.5,6.25,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Adam Maher,6.0,6.0,6,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Mimoun Mahi,4.5,4.5,4.5,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Bart Ramselaar,6.0,6.5,6.25,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Moussa Sylla,6.0,5.0,5.5,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Hidde ter Avest,---,---,---,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Quinten Timber,6.5,7.0,6.75,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Sander van de Streek,---,---,---,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Mike van der Hoorn,6.0,5.5,5.75,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Djevencio van der Kust,6.0,6.0,6,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Mark van der Maarel,5.5,5.0,5.25,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Henk Veerman,5.5,5.5,5.5,FC Utrecht,Heracles Almelo,FC Utrecht,20:00,2022-02-11,herutr
Ismail Azzaoui,7.0,7.5,7.25,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Sinan Bakış,---,---,---,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Janis Blaswich,5.0,5.5,5.25,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Delano Burgzorg,6.0,6.0,6,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Luca de la Torre,6.0,7.0,6.5,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Noah Fadiga,6.5,6.5,6.5,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Orestis Kiomourtzoglou,---,---,---,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Mats Knoester,6.0,6.0,6,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Nikolai Laursen,---,---,---,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Marco Rente,7.0,7.0,7,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Ruben Roosken,6.0,6.5,6.25,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Lucas Schoofs,5.5,6.0,5.75,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Kaj Sierhuis,6.0,6.5,6.25,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Elias Sierra,5.5,6.5,6,Heracles Almelo,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Martin Angha,6.0,5.5,5.75,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
George Cox,5.5,6.0,5.75,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Deroy Duarte,---,---,---,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Arianit Ferati,5.0,5.0,5,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Zian Flemming,6.5,7.0,6.75,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Emil Hansson,---,---,---,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Roel Janssen,5.5,6.0,5.75,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Toshio Lake,---,---,---,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Nigel Lonwijk,---,---,---,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Tijjani Noslin,5.0,5.5,5.25,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Ben Rienstra,6.0,5.5,5.75,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Mats Seuntjens,6.5,5.5,6,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Tesfaldet Tekie,6.0,6.5,6.25,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Mickaël Tirpan,6.0,6.0,6,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Yanick van Osch,6.0,5.5,5.75,Fortuna Sittard,Heracles Almelo,Fortuna Sittard,21:00,2021-11-20,herfor
Navajo Bakboord,6.0,6.0,6,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Sinan Bakış,---,---,---,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Bilal Başaçıkoğlu,4.0,6.0,5,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Janis Blaswich,6.0,5.5,5.75,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Delano Burgzorg,6.0,6.5,6.25,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Luca de la Torre,6.5,7.5,7,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Noah Fadiga,---,---,---,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Orestis Kiomourtzoglou,6.0,6.5,6.25,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Mats Knoester,4.0,6.0,5,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Nikolai Laursen,5.0,6.0,5.5,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Giacomo Quagliata,6.0,7.0,6.5,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Marco Rente,5.0,6.5,5.75,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Lucas Schoofs,6.0,5.5,5.75,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Kaj Sierhuis,6.5,7.0,6.75,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Elias Sierra,---,---,---,Heracles Almelo,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Luuk Brouwers,6.5,6.0,6.25,Go Ahead Eagles,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
Córdoba,6.0,4.5,5.25,Go Ahead Eagles,Heracles Almelo,Go Ahead Eagles,14:30,2022-01-23,hergae
